situação,revisor,id,campo,ano,numero_questao,enunciado,alternativas,resposta_correta,link
Não Verificada,Paulo,ID_29,Humanas,2024,49,"Com a proximidade do final do século XIX, amplificam-se as expectativas com relação ao século seguinte. Se muitas eram as utopias, talvez uma das mais evidentes tenha se concentrado nas potencialidades da nova ciência, com suas invenções e projetos. Não é por mera coincidência que a agenda do país tenha sido tomada pela introdução de uma série de inventos. De forma acelerada, entraram no Brasil a luz elétrica e, com ela, o telégrafo, o telefone, o cinematógrafo. Na área dos transportes, o trem a vapor é substituído pelo elétrico, que assiste à entrada do automóvel e até do aeroplano.

 

COSTA, A. M.; SCHWARCZ, L. M. 1890-1914, no tempo das certezas. São Paulo: Cia. das Letras, 2000 (adaptado).

 

No Brasil, os eventos descritos ganharam conotação política ao serem vinculados à   ","a) expansão estratégica do imperialismo.

b) ascensão gradual do mercantilismo.

c) laicidade da educação. 

d) retomada do absolutismo. 

e) visão republicana de nação.",E),https://resolveenem.com.br/gabarito-enem/2024/com-a-proximidade-do-final-do-seculo-xix-amplificam-se-as-expectativas-com-relacao-ao-s?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_30,Humanas,2024,50,"O bispo Bartolomeu de Las Casas é o homem mais odiado da América, o anti-Cristo dos senhores, o açoite destas terras. Por sua culpa, o imperador promulgou novas leis que despojam de escravos índios os filhos dos conquistadores. O que será deles sem os braços que os sustentam nas minas e nas lavouras? As novas leis estão arrancando a comida de suas bocas. Las Casas é o homem mais amado da América. Voz dos mudos, teimoso defensor dos que recebem pior tratamento que o esterco das praças, denunciador de quem por cobiça converte Jesus Cristo no mais cruel dos deuses e o rei em lobo faminto de carne humana.

 

GALEANO, E. Os nascimentos. Porto Alegre: L&PM, 2011 (adaptado).

 

Os diferentes pontos de vista presentes no texto expressam que o bispo era, ao mesmo tempo,  ","a) execrado pelos reis e reverenciado pelos religiosos do local.  

b) detestado pelos colonizadores e respeitado pelos povos do lugar.


c) menosprezado pela colônia e idolatrado pelos governantes da região.

d) desrespeitado pela metrópole e adorado pelos invasores da Espanha. 

e) desacatado pelos excluídos e valorizado pelos negociantes de negros.
",B),https://resolveenem.com.br/gabarito-enem/2024/o-bispo-bartolomeu-de-las-casas-e-o-homem-mais-odiado-da-america-o-anti-cristo-dos-senh?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_31,Humanas,2024,51,"A valsa vienense é a mais antiga das danças de salão tradicional. É dançada desde a Idade Média, quando os pares davam voltas pelo salão realizando giros em torno de si mesmos em postura fechada. Pelo fato de ser dançada aos pares em contato íntimo, a valsa encantava a sociedade medieval, como também sofria proibições por infringir os “bons costumes”. Originária das danças campestres e folclóricas, no século XVI, a aristocracia francesa abandonou a valsa por sua estreita relação com a cultura plebeia, retomando-a posteriormente.

 

FRANCO, N.; FERREIRA, N. Evolução da dança no contexto histórico: aproximações iniciais com o tema. Repertório, n. 26, 2016 (adaptado).

 

A expressão cultural descrita no texto foi rejeitada no início da Idade Moderna por congregar  ","a) traços advindos da feitiçaria nórdica. 

b) práticas inspiradas em rituais pagãos.

c) regras decorrentes do período renascentista. 

d) compassos produzidos em territórios colonizados. 

e) elementos provenientes de segmentos populares.",E),https://resolveenem.com.br/gabarito-enem/2024/a-valsa-vienense-e-a-mais-antiga-das-dancas-de-salao-tradicional-e-dancada-desde-a-idad?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_32,Humanas,2024,52,"O Black Lives Matter vai para além do nacionalismo estreito que pode prevalecer no seio das comunidades negras, que se limita a apelar aos negros a amar os negros, viver como os negros e comprar produtos dos negros, e mantém à frente do movimento homens negros heterossexuais. Black Lives Matter estima as vidas dos negros e negras homossexuais e transexuais, pessoas incapacitadas, negros sem documentos ou com antecedentes criminais, mulheres e as vidas de todos os negros de todo o espectro de gêneros.

 

LA BOTZ, D. O movimento Black Lives Matter organiza-se e procura definir-se politicamente. Disponível em: www.ufes.br. Acesso em: 4 out. 2021 (adaptado).

 

 

A reivindicação do movimento norte-americano apresentada no texto consiste na necessidade de","a) manter a conquista de direitos sociais.   

b) integrar a diversidade do grupo identitário.   


c) priorizar a preservação de culturas africanas.   

d) defender a adoção de valores supremacistas.   

 

e) permitir a permanência do modelo androcêntrico. ",B),https://resolveenem.com.br/gabarito-enem/2024/o-black-lives-matter-vai-para-alem-do-nacionalismo-estreito-que-pode-prevalecer-no-seio?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_33,Humanas,2024,54,"Os grupos dominantes são beneficiados em termos de credibilidade e podem, com isso, controlar falas de membros de outros grupos, descredibilizando seus testemunhos com base em concepções compartilhadas de preconceito de identidade (gênero e raça). Algumas formas de preconceito tornam as declarações das pessoas menos importantes devido ao seu pertencimento a determinado grupo social. Assim, um falante recebe menos credibilidade devido ao preconceito do ouvinte.

 

KUHNEN, T. Resenha de The Power and Ethics of Knowing, de Miranda Fricker. Revista Princípios, n. 33, 2013.

 

 

Com base na reflexão suscitada no texto, o preconceito de identidade é responsável por um tipo de injustiça","a) estética, que normatiza os padrões corporais.   

b) sensorial, que privilegia as habilidades visuais.   

c) afetiva, que impede as expressões emocionais.  

d) epistêmica, que prejudica as trocas informacionais.",D),https://resolveenem.com.br/gabarito-enem/2024/os-grupos-dominantes-sao-beneficiados-em-termos-de-credibilidade-e-podem-com-isso-cont?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_34,Humanas,2024,55,"A alma funciona no meu corpo de maneira maravilhosa. Nele se aloja, certamente, mas sabe bem dele escapar: escapa para ver as coisas através da janela dos meus olhos, escapa para sonhar quando durmo, para sobreviver quando morro. Minha alma durará muito tempo e mais que muito tempo, quando meu corpo vier a apodrecer. Viva minha alma! É meu corpo luminoso, purificado, virtuoso, ágil, móvel, tépido, viçoso; é meu corpo liso, castrado, arredondado como uma bolha de sabão.

 

FOUCAULT, M. O corpo utópico, as heterotopias. São Paulo: Edições N-1, 2013.

 

 

Esse texto reforça uma concepção metafísica clássica que remete a um(a)","a) pressuposto lógico.   

b) pensamento dicotômico.   


c) contemplação da natureza.   

d) raciocínio argumentativo.   

e) crítica à individualidade.",B),https://resolveenem.com.br/gabarito-enem/2024/a-alma-funciona-no-meu-corpo-de-maneira-maravilhosa-nele-se-aloja-certamente-mas-sabe?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_35,Humanas,2024,56,"No primeiro dia, foi colocada uma panela de barro no centro do barracão, a qual representava o espírito do morto presente na sala. Aqueles que dançavam depositavam moedas ao passarem junto dela e, ao seu redor, milho branco, mel, água, acaçás, cachaça. No segundo dia, os ogãs, antes de iniciar a cerimônia, caminharam pelo corredor formado pelas casas, batendo com longas varas de bambus nos seus beirais, até alcançarem o portão de entrada. No terceiro dia, quatro pessoas, as mais influentes do culto, carregaram um lençol, que aparentemente continha um corpo em seu interior. No entanto, esse corpo era formado por folhas verdes de plantas, que foram derramadas sobre uma pessoa.

 

MANZOCHI, H. M. Axexe, um rito de passagem. Revista do Museu de Arqueologia e Etnologia, n. 5, 1995 (adaptado).

 

O ritual brasileiro apresentado no texto representa, para seus adeptos, a   ","a) manutenção de uma memória coletiva. 


b) contestação de uma identidade étnica. 

c) imolação de uma divindade africana.    

d) legitimação de uma prática pagã.

e) promissão de uma revolta social.
",A),https://resolveenem.com.br/gabarito-enem/2024/no-primeiro-dia-foi-colocada-uma-panela-de-barro-no-centro-do-barracao-a-qual-represen?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_36,Humanas,2024,57,"Espaços públicos não são produtos dados e acabados, uma instituição que, uma vez estabelecida, traria a paz da consensualidade e a perfeita igualdade. São os lugares em que os problemas aparecem e se transformam em debates, em diálogo e em possibilidade de ajuste e compromissos. Por isso, não anulam os conflitos, ao contrário, são canais de comunicação e de visibilidade de oposições.

 

GOMES, P. C. C. Espaço público, espaços públicos. Geographia, n. 44, set.-dez. 2018 (adaptado).

 

As características descritas no texto exibem a importância dos espaços públicos para a","a) prática do lazer.   

b) vigilância da sociedade.   

 

c) erradicação da violência.   

 

d) construção da democracia.   

 


e) diversificação do trabalho.   
",D),https://resolveenem.com.br/gabarito-enem/2024/espacos-publicos-nao-sao-produtos-dados-e-acabados-uma-instituicao-que-uma-vez-estabel?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_37,Humanas,2024,58,"TEXTO I

Aristóteles entendia que a felicidade era diretamente ligada ao respeito pela própria natureza e, de certa maneira, a uma vida que tivesse na natureza de si mesma uma referência inabalável. Isso lhe permitiu formular o conceito de excelência. O que seria excelência? Seria, justamente, ao longo da vida, tirar de si mesmo, em forma de performance, de conduta, de comportamento, de disposição, o que natureza permitiria de melhor.

 

COEN, M.; BARROS FILHO, C. A monja e o professor: reflexões sobre ética, preceitos e valores. Rio de Janeiro: Best Seller, 2018.

 

 

TEXTO II

A noção de eudaimonia é central para a ética aristotélica. A eudaimonia é uma atividade e não um estado psicológico, pois é definida na Ética a Nicômaco como uma atividade da alma com base na virtude moral. A virtude moral é definida em termos de uma disposição diretamente ligada à deliberação, o que o leva a estudar a virtude intelectual que opera em seu interior, isto é, a prudência. A estrutura conceitual da ética aristotélica responde a uma tentativa de elucidar conceitualmente em que consiste isto, agir bem, ou, na linguagem aristotélica, o que significa ser feliz.

 

ZINGANO, M. Eudaimonia, razão e contemplação na ética aristotélica. Analytica, n. 1, 2017 (adaptado).

 

 

Os textos indicam que a prática de ações virtuosas, sempre efetivada na pólis, ocorre por meio do(a)","a) teoria das formas essenciais.   

b) identificação dos princípios racionais.   

 

c) desenvolvimento das técnicas retóricas.   

d) aperfeiçoamento das condutas humanas.   

 


e) conhecimento das epistemes verdadeiras.   
",D),https://resolveenem.com.br/gabarito-enem/2024/texto-i-aristoteles-entendia-que-a-felicidade-era-diretamente-ligada-ao-respeito-pela-pr?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_38,Humanas,2024,59,"As instituições que a Idade Média nos legou são de um valor maior e mais imperecível do que suas catedrais. E a universidade é nitidamente uma instituição medieval – tanto quanto a monarquia constitucional, ou os parlamentos, ou o julgamento por meio do júri. As universidades e os produtos imediatos das suas atividades constituem a grande realização da Idade Média na esfera intelectual.

 

RASHDALL, H. apud OLIVEIRA, T. Origem e memória das universidades medievais. Varia História, n. 37, jan.-jun. 2007.

 

De acordo com o texto, o legado das universidades medievais torna-se um relevante patrimônio histórico-cultural por   ","a) adotar currículo e método padronizado.

b) rejeitar ideologias e costumes orientais. 

c) possuir organização e função mercantil.

d) transmitir técnicas e valores ecumênicos.  

e) agregar tradição e conhecimento científico.",E),https://resolveenem.com.br/gabarito-enem/2024/as-instituicoes-que-a-idade-media-nos-legou-sao-de-um-valor-maior-e-mais-imperecivel-do?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_39,Humanas,2024,60,"Há experiências de lutas sociais de reapropriação cultural da natureza que são movimentos emblemáticos, como a dos seringueiros no Brasil, que da luta sindical para a comercialização da borracha chegaram a inventar o conceito de reserva extrativista e estão avançando para um novo modo de produção, uma nova racionalidade produtiva, mostrando que é possível viver bem, e não apenas sobreviver, em harmonia com a natureza que habitam. O novo planeta que podemos imaginar é feito desses territórios produtivos que não são apenas economias de autossubsistência mas economias que potencializam a produtividade ecológica de seus territórios.

 

LEFF, E. Discursos sustentáveis. São Paulo: Cortez, 2010 (adaptado).

 

 

O texto expõe a possibilidade de uma nova racionalidade produtiva por meio de uma gestão territorial que se baseia na","a) integração de mercados regidos por pressões regionais.   

b) conexão de valores fundamentados por decisões locais.   


c) unificação de preços delimitados por demandas nacionais.   

d) normatização de regras construídas por instituições mundiais.   

e) valorização de tradições orientadas por determinações globais.   
",B),https://resolveenem.com.br/gabarito-enem/2024/ha-experiencias-de-lutas-sociais-de-reapropriacao-cultural-da-natureza-que-sao-movimento?cor=azul&lingua-estrangeira=ingles
Revisão,Paulo,ID_40,Humanas,2024,61,"Eu sentia falta do futuro. É claro que eu sabia, muito mesmo antes da recorrência dele, que nunca envelheceria. Era muito provável que eu nunca mais fosse ver o oceano de uma altura de trinta mil pés de novo, uma distância tão grande que não dá nem para distinguir as ondas, nem nenhum barco, de um jeito que faz o oceano parecer um enorme e infinito monólito. Eu poderia imaginá-lo. Eu poderia me lembrar dele. Mas não poderia vê-lo de novo, e me ocorreu que a ambição voraz dos seres humanos nunca é saciada quando os sonhos são realizados, porque há sempre a sensação de que tudo poderia ter sido feito melhor e ser feito outra vez.

 

GREEN, J. A culpa é das estrelas. Rio de Janeiro: Intrínseca, 2012.

 

 

O texto apresenta uma reflexão da personagem acerca de um problema característico da filosofia contemporânea, que trata da(s)","a) implicações éticas.   

b) finitude humana.   
check

c) limitações da linguagem.   

d) pressuposição existencial.   

e) objetividade do conhecimento",B),https://resolveenem.com.br/gabarito-enem/2024/eu-sentia-falta-do-futuro-e-claro-que-eu-sabia-muito-mesmo-antes-da-recorrencia-dele?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_41,Humanas,2024,62,"TEXTO I

O empirismo moderno foi, em grande parte, condicionado por dois dogmas. Um deles é a crença em certa divisão fundamental entre verdades analíticas, ou fundadas em significados independentemente de questões de fato, e verdades sintéticas, ou fundadas em fatos. O outro dogma é o reducionismo: a crença de que todo enunciado significativo é equivalente a algum construto lógico sobre termos que se referem à experiência imediata.

 

QUINE, W. V. O. Dois dogmas do empirismo. ln: RYLE, G. et al. Ensaios. São Paulo: Abril Cultural, 1975.

 

TEXTO II

Teses: 1. Somente os enunciados que possuem conteúdo factual são teoricamente significativos; enunciados que não podem, em princípio, estar fundamentados pela experiência são carentes de significado. 2. As ciências empíricas usam somente o conteúdo empírico da realidade. 3. A filosofia usa um conceito não empírico da realidade.

 

CARNAP, R. Pseudoproblemas na filosofia. ln: SCHLICK, M.; CARNAP, R.; POPPER, K. Coletânea de textos. São Paulo: Abril Cultural, 1975.

 

 

Ao comparar os textos, conclui-se que eles apresentam posicionamentos filosóficos divergentes com relação ao","a) estatuto epistemológico da linguagem.   


b) alicerce estruturante da moralidade.   

c) conteúdo essencial da metafísica.   

d) princípio constitutivo da ontologia.   

e) domínio reflexivo da estética.   
",A),https://resolveenem.com.br/gabarito-enem/2024/texto-i-o-empirismo-moderno-foi-em-grande-parte-condicionado-por-dois-dogmas-um-deles?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_42,Humanas,2024,63,"Uma das principais atividades provocadas pela arte, a reflexão, é abandonada pela indústria cultural. A indústria cultural seria como uma isca que ilude os indivíduos, com o sonho de que eles são livres, originais, únicos e especiais quando, na verdade, os trata como servos e partes de uma massa homogênea.

 

FONTES, B.; MAGALHÃES, R. O que é indústria cultural? In: BODART, C. N. (Org.). Conceitos e categorias do ensino de sociologia. Maceió: Café com Sociologia, 2021 (adaptado).

 

Ao analisar as consequências da dinâmica apresentada no texto, as autoras destacam a importância do conceito como:","a) Ferramenta de luta coletiva.   

b) Mecanismo de controle social.   


c) Instituição de interesse público.   

d) Organização da iniciativa privada.   

e) Instrumento de manipulação estatal. ",B),https://resolveenem.com.br/gabarito-enem/2024/uma-das-principais-atividades-provocadas-pela-arte-a-reflexao-e-abandonada-pela-indust?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_43,Humanas,2024,64,"TEXTO I

Neta de Tomásia, uma escravizada alforriada, Chiquinha Gonzaga foi uma das primeiras mulheres a se destacar na música popular brasileira. Entre suas obras mais famosas estão a marcha Ó abre alas, sucesso nos blocos de Carnaval até hoje, e o tango Gaúcho, além de inúmeras peças musicais para teatro e óperas. Chiquinha também teve uma atuação em defesa dos direitos das mulheres e pelo fim da escravatura.

 

Disponível em: www.uol.com.br. Acesso em: 7 out. 2023 (adaptado).

 

TEXTO II

Depois da estreia de sua peça Gonzaga, em 1867, que tem como um de seus núcleos dramáticos dois escravizados, pai e filha, separados há muitos anos, Castro Alves escreve talvez o maior conjunto de poemas antiescravistas do Romantismo brasileiro, publicados em 1883 no livro Os escravos, doze anos após a sua morte. Os textos Vozes d’Africa e Navio negreiro, por exemplo, publicados em folhetos, já em 1878, tiveram enorme repercussão desde a sua circulação, a ponto de Afrânio Coutinho (um importante crítico brasileiro) afirmar ter sido Castro Alves, no que diz respeito à poesia antiescravista, um dos primeiros que o Brasil ouviu.

 

Disponível em: www.uol.com.br. Acesso em: 8 out. 2023 (adaptado).

 

Os textos indicam a participação de artistas e intelectuais brasileiros em defesa do(a)","a) ação integralista.

b) literatura realista.

c) movimento abolicionista. 


d) política indigenista. 

e) nacionalismo desenvolvimentista.  ",C),https://resolveenem.com.br/gabarito-enem/2024/texto-i-neta-de-tomasia-uma-escravizada-alforriada-chiquinha-gonzaga-foi-uma-das-prime?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_44,Humanas,2024,65,"Como conclusão provisória, parece então que a globalização tem, sim, o efeito de contestar e deslocar as identidades centradas e “fechadas” de uma cultura nacional. Ela tem um efeito pluralizante sobre as identidades, produzindo uma variedade de possibilidades e novas posições de identificação, e tornando as identidades mais posicionais, mais políticas, mais plurais e diversas; menos fixas, unificadas ou trans-históricas.

 

HALL, S. A identidade cultural na pós-modernidade. Rio de Janeiro: DP&A, 2011.

 

De acordo com o texto, o processo apresentado contribuiu para","a) elevar a renda da população.   

b) abandonar os valores morais.   

c) estabelecer a igualdade racial.   

d) fortalecer as pautas das minorias.   


e) inverter os fluxos das migrações. ",D),https://resolveenem.com.br/gabarito-enem/2024/como-conclusao-provisoria-parece-entao-que-a-globalizacao-tem-sim-o-efeito-de-contest?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_45,Humanas,2024,66,"Em 1960, a primeira pílula anticoncepcional foi comercializada nos EUA, e, em poucos anos, o método contraceptivo se difundiu pelo mundo, inclusive no Brasil. Em nosso país, a chegada das pílulas anticoncepcionais foi simultânea às discussões neomalthusianas sobre a crise demográfica, à aceleração dos processos de modernização e ao boom da indústria farmacêutica multinacional.

 

DIAS, T. M. et al. A pílula da oportunidade: discursos sobre as pílulas anticoncepcionais em A Gazeta da Farmácia, 1960-1981. História, Ciências, Saúde – Manguinhos, n. 3, jul.-set. 2018 (adaptado).

 

 

Qual foi o efeito social resultante do avanço tecnológico mencionado no texto?  ","a) O afastamento da autoridade médica na regulação da fecundidade.   

b) A superação do discurso da moralidade pela ação da mídia estatal.   

c) A ampliação do debate público sobre o planejamento familiar.   
check

d) A centralização da pesquisa científica pelo sistema privado de saúde.   

e) O enrijecimento das doutrinas religiosas sobre a organização da vida doméstica",C),https://resolveenem.com.br/gabarito-enem/2024/em-1960-a-primeira-pilula-anticoncepcional-foi-comercializada-nos-eua-e-em-poucos-ano?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_46,Humanas,2024,67,"A internet fortalece o engajamento e a visibilidade de populações tradicionais e indígenas por meio de redes sociais, rádios e veículos de mídia digital. Ela também promove a criação e o fortalecimento de mercados e a inovação nos sistemas de financiamento, integrando pequenos agricultores e produtores da comunidade florestal a cadeias de abastecimento maiores.

 

GROTTERA, C.; CASTRO, L. M.; BRITO, M. C. Como a tecnologia pode ser uma aliada na conservação ambiental. Nexo Jornal, 14 ago. 2021.

 

 

A adoção da tecnologia mencionada amplia a rentabilidade das comunidades citadas ao possibilitar o(a):","a) Valorização da economia local.   


b) Elaboração de projetos culturais.   

c) Estabelecimento de regras comerciais.   

d) Incremento da infraestrutura educacional.   

e) Homogeneização da qualificação profissional.   
",A),https://resolveenem.com.br/gabarito-enem/2024/a-internet-fortalece-o-engajamento-e-a-visibilidade-de-populacoes-tradicionais-e-indigen?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_47,Humanas,2024,68,"TEXTO I

 

Uma única árvore joga entre 300 e 1 000 litros de água por dia para a atmosfera. Considerando a demanda mínima que uma pessoa consome de água, ou seja, 120 litros por dia, uma única árvore pode ser capaz de produzir água para até oito pessoas.

 

MAGNO, C. Estudiosos explicam o motivo de chover tanto em Belém. Disponível em: www.diarioonline.com.br. Acesso em: 6 nov. 2021.

 

 

TEXTO II

 

A Amazônia perdeu diariamente uma área de floresta maior do que 4 mil campos de futebol apenas em setembro de 2021. Em todo o mês, foram devastados 1224 km2, o que corresponde ao tamanho da cidade do Rio de Janeiro e é a pior marca para setembro em 10 anos. Os dados são do Sistema de Alerta de Desmatamento (SAD) do Instituto do Homem e Meio Ambiente da Amazônia (Imazon), que monitora a floresta por meio de imagens de satélites.

 

FREITAS, A. Desmatamento na Amazônia em setembro foi o maior para o período em 10 anos. Disponível em: www.cnnbrasil.com.br. Acesso em: 6 nov. 2021.

 

 

Para a região amazônica, a relação entre as informações dos textos indica uma redução do(a)","a) circulação de ventos alísios.   

b) aquecimento dos solos locais.   

c) média de temperatura oceânica.   

d) índice de refletividade superficial,   

e) intensidade de chuvas convectivas.",E),https://resolveenem.com.br/gabarito-enem/2024/texto-i-uma-unica-arvore-joga-entre-300-e-1-000-litros-de-agua-por-dia-para-a-atmosfera?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_48,Humanas,2024,69,"Atribuo a causa desse florescimento estéril a um sistema de educação falso, extraído de livros sobre o assunto escrito por homens que, ao considerar as mulheres mais como fêmeas do que como criaturas humanas, estão mais ansiosos em torná-las damas sedutoras do que esposas afetuosas e mães racionais. O entendimento do sexo feminino tem sido tão distorcido por essa homenagem ilusória de que as mulheres civilizadas de nosso século, com raras exceções, anseiam apenas inspirar amor, quando deveriam nutrir uma ambição mais nobre e exigir respeito por suas capacidades e virtudes.

WOLLSTONECRAFT, M. Reivindicação dos direitos da mulher. São Paulo: Boitempo, 2016.

 

Nesse texto, escrito no século XVIII, a autora reivindica para as mulheres a","a) recuperação de sua participação política.   

b) equiparação de ganhos salariais.   

c) valorização de seu papel social.   


d) distinção de padrões biológicos.   

 

e) ocupação de cargos públicos.  ",C),https://resolveenem.com.br/gabarito-enem/2024/atribuo-a-causa-desse-florescimento-esteril-a-um-sistema-de-educacao-falso-extraido-de?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_49,Humanas,2024,70,"Cada objeto é, em si mesmo, um sistema funcionando sistemicamente. Um grande supermercado ou shopping center seria incapaz de existir se não fossem servidos por vias rápidas, estacionamentos adequados e acessíveis, sistemas de transportes públicos com horários regulares e conhecidos e se, no seu próprio interior, as atividades não estivessem subordinadas a uma coordenação. Esse é o caso dos armazéns, dos silos etc. Os portos, a rede rodoviária de um país e, sobretudo, a rede ferroviária são exemplos de objetos complexos e sistêmicos.

 

SANTOS, M. A natureza do espaço: técnica, tempo, razão e emoção. São Paulo: Hucitec, 1996 (adaptado).

 

 

De acordo com o texto, o território torna-se cada vez mais dotado de objetos com a finalidade de intensificar a","a) desindustrialização da economia.   

b) desregulamentação do mercado.   

c) concentração da produção.   

d) distribuição de renda.   

e) dinamização dos fluxos. ",E),https://resolveenem.com.br/gabarito-enem/2024/cada-objeto-e-em-si-mesmo-um-sistema-funcionando-sistemicamente-um-grande-supermercad?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_50,Humanas,2024,71,"A 26ª Conferência do Clima das Nações Unidas foi realizada com a perspectiva de que os países tornassem ainda mais ambiciosos os compromissos assumidos no enfrentamento das mudanças climáticas, de modo a evitar que a temperatura global se eleve acima de 1,5°C, marca que já vinha sendo discutida desde o Acordo de Paris, de 2015.

A pressão do setor empresarial, que se posicionou de maneira contundente nesta COP-26, gerou impacto positivo. O Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável (CEBDS) capitaneou, por meio do movimento Empresários pelo Clima, a adesão de 119 CEOs de importantes empresas e 14 instituições do setor privado, de setores tão diversos como agronegócio, alimentício, aviação, elétrico, farmacêutico, finanças, infraestrutura, logística, papel e celulose, petroquímico, saúde, tecnologia, telefonia e varejo.

O Brasil deixa a conferência com o compromisso de fazer valer sua meta e reduzir 50% dos gases de efeito estufa até 2030 em relação aos níveis de 2005 – anteriormente, a meta de redução era de 43%.

 

GROSSI, M. A mais plural das COPs e a lição de casa para o Brasil. Disponível em: www.nexojornal.com.br. Acesso em: 24 nov. 2021 (adaptado).

 

 

Conforme o texto, o compromisso assumido pelo Brasil foi resultado dos tensionamentos promovidos por","a) povos ribeirinhos e segmentos culturais.   

b) blocos econômicos e instituições militares.   

c) grupos científicos e universidades públicas.   

d) organismos supranacionais e sociedade civil.   


e) agentes governamentais e demanda turística. ",D),https://resolveenem.com.br/gabarito-enem/2024/a-26-conferencia-do-clima-das-nacoes-unidas-foi-realizada-com-a-perspectiva-de-que-os-p?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_51,Natureza,2024,93,"No senso comum, considera-se, ainda hoje, que compostos orgânicos são substâncias presentes nos seres vivos. Na Química, a expressão “compostos orgânicos” tem um uso histórico de mais de 200 anos, adquirindo diferentes conotações ao longo do desenvolvimento dessa ciência. Atualmente, atribui-se a essa expressão outro significado.

 

A concepção científica atual define esses compostos como substâncias","a) benéficas à saúde humana.

b) capazes de serem biodegradadas.

c) formadas a partir de gás carbônico.

d) produzidas sem o uso de agrotóxicos.

e) contendo carbono como elemento principal.",E),https://resolveenem.com.br/gabarito-enem/2024/no-senso-comum-considera-se-ainda-hoje-que-compostos-organicos-sao-substancias-presen?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_52,Natureza,2024,95,"O desenvolvimento da biotecnologia e da clonagem gênica em procariotos fez com que a produção de proteínas se tornasse mais intensa, rápida e econômica. Para a produção de hormônios, enzimas e proteínas de resistência a drogas, uma variação da técnica de reação em cadeia pela polimerase (PCR, na sigla em inglês) utiliza a enzima transcriptase reversa (RT-PCR), que sintetiza moléculas de DNA complementares a partir de fitas de RNA.

 

Nesse contexto, essa técnica é importante para detectar genes","a) expressos.   


b) plasmidiais.   

c) bacterianos.   

d) dominantes.   

e) autossômicos.   
",A),https://resolveenem.com.br/gabarito-enem/2024/o-desenvolvimento-da-biotecnologia-e-da-clonagem-genica-em-procariotos-fez-com-que-a-pro?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_53,Natureza,2024,97,"O soro caseiro serve para combater a desidratação por meio da reposição da água e sais minerais perdidos, por exemplo, por diarreia. Uma receita simples para a sua preparação consiste em utilizar duas colheres grandes (de sopa) de açúcar e duas colheres pequenas (de café) de sal de cozinha, dissolvidos em 2 L de água fervida, obtendo-se uma solução com concentração de íon sódio de 1,4 mg/mL.

 

Considere as massas molares: NaCl = 58,5gmol; Na = 23 g/mol.

 

Qual é o valor mais próximo da massa, em grama, de cloreto de sódio presente em uma única colher pequena?","a) 0,7 g

b) 1,8 g

c) 2,8 g

d) 3,6 g

e) 7,0 g
",D),https://resolveenem.com.br/gabarito-enem/2024/o-soro-caseiro-serve-para-combater-a-desidratacao-por-meio-da-reposicao-da-agua-e-sais-m?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_54,Natureza,2024,99,"Uma ambulância em alta velocidade com a sirene ligada desloca-se em direção a um radar operado por uma pessoa. O radar emite ondas de rádio com frequência f0 que são refletidas pela dianteira da ambulância, retornando para o detector com frequência fr. A percepção do operador do radar, em relação ao som emitido pela sirene, é de que este se altera à medida que a ambulância se aproxima ou se afasta.

 

Durante a aproximação, como o operador percebe o som da sirene e qual é a relação entre as frequências fr e f0 medidas pelo radar?","a) Mais grave do que o som emitido e fr < f0.

b) Mais agudo do que o som emitido e fr < f0.

c) Mais agudo do que o som emitido e fr = f0.

d) Mais agudo do que o som emitido e fr > f0.


e) Mais grave do que o som emitido e fr > f0.
",D),https://resolveenem.com.br/gabarito-enem/2024/uma-ambulancia-em-alta-velocidade-com-a-sirene-ligada-desloca-se-em-direcao-a-um-radar-o?cor=azul&lingua-estrangeira=ingles
